name,rating,reviews,details,highly_rated,critically_rated
Escorts Kubota Limited,4.1,(3k),Automobile | Faridabad +139 other locations,"Work Life Balance, Skill Development / Learning, Company Culture","Work Life Balance, Skill Development / Learning, Company Culture"
Cogent E Services,3.3,(3k),Noida +47 other locations,None,"Work Life Balance, Skill Development / Learning, Company Culture"
Maersk,4.1,(3k),Logistics | Pune +42 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
Dabur,4.0,(3k),FMCG | New Delhi +286 other locations,"Salary & Benefits, Work Life Balance, Job Security",None
Marpu Foundation,4.8,(3k),Non-Profit | Hyderabad / Secunderabad +47 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Reliance Digital,4.1,(3k),Retail | Mumbai +346 other locations,"Skill Development / Learning, Job Security, Company Culture",None
Johnson Controls,3.6,(2.9k),Industrial Automation | Pune +52 other locations,None,"Skill Development / Learning, Job Security, Company Culture"
Ford Motor,4.3,(3k),Automobile | Chennai +120 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
"NTT DATA, Inc.",4.0,(2.9k),IT Services & Consulting | Bangalore / Bengaluru +34 other locations,"Work Life Balance, Job Security, Company Culture","Work Life Balance, Job Security, Company Culture"
State Street Corporation,3.7,(2.9k),Financial Services | Bangalore / Bengaluru +28 other locations,None,"Work Life Balance, Job Security, Company Culture"
Glenmark Pharmaceuticals,3.9,(2.9k),Pharma | Mumbai +151 other locations,None,"Work Life Balance, Job Security, Company Culture"
Alkem Laboratories,3.9,(2.9k),Pharma | Mumbai +174 other locations,Salary & Benefits,Salary & Benefits
Ipca Laboratories,3.9,(2.9k),Pharma | Mumbai +142 other locations,"Job Security, Work Life Balance, Company Culture","Job Security, Work Life Balance, Company Culture"
24/7 Customer,3.5,(2.9k),Software Product | Bangalore / Bengaluru +34 other locations,None,"Job Security, Work Life Balance, Company Culture"
UBS,3.9,(2.9k),Financial Services | Pune +19 other locations,"Work Life Balance, Company Culture","Work Life Balance, Company Culture"
PNB MetLife,3.4,(2.9k),Insurance | New Delhi +371 other locations,None,"Work Life Balance, Company Culture"
Aarti Industries,4.1,(2.9k),Agro Chemicals | Bharuch +52 other locations,"Job Security, Work Life Balance, Skill Development / Learning",None
Vishal Mega Mart,3.7,(2.9k),Retail | New Delhi +335 other locations,Salary & Benefits,Salary & Benefits
Kotak Mahindara Life Insurance,3.7,(2.9k),Insurance | Mumbai +229 other locations,Job Security,Job Security
Kyndryl,4.0,(2.9k),IT Services & Consulting | Bangalore / Bengaluru +32 other locations,"Work Life Balance, Company Culture, Skill Development / Learning","Work Life Balance, Company Culture, Skill Development / Learning"
JK Cement,4.1,(2.8k),Building Material | New Delhi +284 other locations,"Salary & Benefits, Job Security, Company Culture",None
Honda Motorcycle & Scooter,4.1,(2.8k),Automobile | Gurgaon / Gurugram +252 other locations,"Job Security, Work Life Balance, Company Culture","Job Security, Work Life Balance, Company Culture"
KPIT Technologies,3.4,(2.8k),Software Product | Pune +37 other locations,None,"Job Security, Work Life Balance, Company Culture"
MRF Tyres,3.7,(2.8k),Auto Components | Chennai +178 other locations,Job Security,Job Security
Indian Air Force,4.5,(2.8k),Defence & Aerospace | New Delhi +127 other locations,"Job Security, Salary & Benefits, Skill Development / Learning",None
Hindustan Coca Cola Beverages,4.1,(2.8k),Beverage | Bangalore / Bengaluru +236 other locations,"Skill Development / Learning, Salary & Benefits, Company Culture",None
HARMAN,3.7,(2.8k),Consumer Electronics & Appliances | Bangalore / Bengaluru +34 other locations,None,"Skill Development / Learning, Salary & Benefits, Company Culture"
Motilal Oswal Financial Services,3.7,(2.8k),Financial Services | Mumbai +148 other locations,Skill Development / Learning,Skill Development / Learning
DTDC Express,3.7,(2.8k),Logistics | New Delhi +243 other locations,None,Skill Development / Learning
IGT Solutions,3.3,(2.8k),IT Services & Consulting | New Delhi +43 other locations,None,Skill Development / Learning
Aditya Birla Sun Life Insurance,4.0,(2.8k),Insurance | Mumbai +416 other locations,"Company Culture, Work Life Balance, Job Security",None
Reliance Nippon Life Insurance,3.6,(2.8k),Insurance | Mumbai +457 other locations,None,"Company Culture, Work Life Balance, Job Security"
ABB,4.1,(2.8k),Industrial Machinery | Bangalore / Bengaluru +98 other locations,"Job Security, Work Life Balance, Company Culture","Job Security, Work Life Balance, Company Culture"
Conduent,3.5,(2.7k),BPO | Bangalore / Bengaluru +28 other locations,None,"Job Security, Work Life Balance, Company Culture"
Ceat Tyres,4.0,(2.7k),Auto Components | Nagpur +124 other locations,"Job Security, Company Culture, Skill Development / Learning","Job Security, Company Culture, Skill Development / Learning"
NatWest Group,4.0,(2.7k),Banking | Gurgaon / Gurugram +23 other locations,"Work Life Balance, Job Security, Company Culture","Work Life Balance, Job Security, Company Culture"
Square Yards,3.7,(2.7k),Internet | Gurgaon / Gurugram +47 other locations,Promotions / Appraisal,None
GeBBS Healthcare Solutions,3.7,(2.7k),Healthcare | Mumbai +21 other locations,Job Security,Job Security
InterGlobe Aviation,3.6,(2.7k),Aviation | New Delhi +93 other locations,None,Job Security
Grasim Industries,4.0,(2.7k),Building Material | Bharuch +184 other locations,"Job Security, Skill Development / Learning, Company Culture","Job Security, Skill Development / Learning, Company Culture"
Whitehat jr,3.4,(2.7k),EdTech | Mumbai +47 other locations,None,"Job Security, Skill Development / Learning, Company Culture"
UnitedHealth,4.0,(2.7k),Healthcare | Hyderabad / Secunderabad +15 other locations,"Job Security, Work Life Balance, Company Culture","Job Security, Work Life Balance, Company Culture"
Alstom Transportation,3.7,(2.7k),Engineering & Construction | Bangalore / Bengaluru +71 other locations,Job Security,Job Security
ArcelorMittal Nippon Steel,4.1,(2.7k),Iron & Steel | Surat +74 other locations,"Job Security, Work Life Balance, Skill Development / Learning",None
RSPL Group,4.1,(2.7k),FMCG | Kanpur +222 other locations,"Job Security, Work Life Balance, Skill Development / Learning","Job Security, Work Life Balance, Skill Development / Learning"
Tata Capital,4.0,(2.7k),NBFC | Mumbai +266 other locations,"Job Security, Company Culture, Skill Development / Learning",None
CMS IT Services,3.1,(2.6k),IT Services & Consulting | Mumbai +147 other locations,None,"Job Security, Company Culture, Skill Development / Learning"
Max Healthcare,4.1,(2.6k),Healthcare | New Delhi +67 other locations,"Job Security, Skill Development / Learning, Company Culture",None
Tata Technologies,3.6,(2.6k),Engineering & Construction | Pune +47 other locations,"Work Life Balance, Job Security","Work Life Balance, Job Security"
PepsiCo,4.0,(2.6k),Food Processing | Hyderabad / Secunderabad +247 other locations,"Company Culture, Work Life Balance, Salary & Benefits","Company Culture, Work Life Balance, Salary & Benefits"
Tata AIG,4.1,(2.6k),Insurance | Mumbai +241 other locations,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
S&P Global,4.1,(2.6k),Analytics & KPO | Hyderabad / Secunderabad +42 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
Titan Company,4.3,(2.6k),Retail | Bangalore / Bengaluru +159 other locations,"Job Security, Company Culture, Work Life Balance",None
Varroc Group,3.6,(2.6k),Auto Components | Pune +57 other locations,None,"Job Security, Company Culture, Work Life Balance"
UNO Minda,4.0,(2.6k),Auto Components | Pune +95 other locations,"Job Security, Skill Development / Learning, Company Culture",None
Amazon Transportation Services,4.2,(2.6k),Hyderabad / Secunderabad +208 other locations,"Salary & Benefits, Company Culture, Skill Development / Learning",None
UPL,4.1,(2.5k),Agro Chemicals | Ankleshwar +170 other locations,"Work Life Balance, Job Security, Skill Development / Learning",None
ACC,3.9,(2.5k),Building Material | Mumbai +239 other locations,None,"Work Life Balance, Job Security, Skill Development / Learning"
Zensar Technologies,3.7,(2.5k),IT Services & Consulting | Pune +25 other locations,Work Life Balance,Work Life Balance
Torrent Pharmaceuticals,3.9,(2.5k),Pharma | Ahmedabad +108 other locations,"Job Security, Work Life Balance, Company Culture","Job Security, Work Life Balance, Company Culture"
Croma,4.0,(2.5k),Retail | Mumbai +169 other locations,"Job Security, Skill Development / Learning, Company Culture","Job Security, Skill Development / Learning, Company Culture"
Mankind Pharma,3.9,(2.5k),Pharma | New Delhi +218 other locations,Salary & Benefits,None
Walmart,3.7,(2.5k),Retail | Bangalore / Bengaluru +84 other locations,None,Salary & Benefits
Afcons Infrastructure,4.2,(2.5k),Engineering & Construction | Mumbai +110 other locations,"Job Security, Company Culture, Skill Development / Learning",None
Shoppers Stop,4.1,(2.5k),Retail | Mumbai +78 other locations,"Company Culture, Job Security, Work Life Balance","Company Culture, Job Security, Work Life Balance"
Bajaj Allianz General Insurance,3.9,(2.5k),Insurance | Pune +253 other locations,"Skill Development / Learning, Salary & Benefits","Skill Development / Learning, Salary & Benefits"
Societe Generale Global Solution Centre,3.8,(2.5k),IT Services & Consulting | Bangalore / Bengaluru +21 other locations,"Work Life Balance, Job Security","Work Life Balance, Job Security"
Barclays,3.8,(2.5k),Banking | Pune +33 other locations,"Job Security, Salary & Benefits","Job Security, Salary & Benefits"
Dilip Buildcon,4.0,(2.5k),Engineering & Construction | Bhopal +207 other locations,"Work Satisfaction, Skill Development / Learning, Salary & Benefits","Work Satisfaction, Skill Development / Learning, Salary & Benefits"
TVS Credit,4.3,(2.5k),NBFC | Chennai +350 other locations,"Company Culture, Work Life Balance, Job Security",None
I Process Services,3.9,(2.5k),Mumbai +356 other locations,"Company Culture, Work Life Balance","Company Culture, Work Life Balance"
Quest Global,3.6,(2.4k),IT Services & Consulting | Bangalore / Bengaluru +41 other locations,None,"Company Culture, Work Life Balance"
HDFC Sales,4.0,(2.4k),Financial Services | Mumbai +304 other locations,"Company Culture, Skill Development / Learning, Work Life Balance","Company Culture, Skill Development / Learning, Work Life Balance"
Capita,3.6,(2.4k),IT Services & Consulting | Pune +27 other locations,None,"Company Culture, Skill Development / Learning, Work Life Balance"
Flex,4.0,(2.4k),Electronics Manufacturing | Chennai +41 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
Sahrudaya Healthcare (Medicover Hospitals),4.5,(2.4k),Healthcare | Hyderabad / Secunderabad +43 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Nokia,4.1,(2.4k),Telecom | Bangalore / Bengaluru +159 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Company Culture, Work Life Balance, Work Satisfaction"
MSN Laboratories,3.7,(2.4k),Pharma | Hyderabad / Secunderabad +85 other locations,Job Security,Job Security
ElasticRun,3.5,(2.4k),Logistics | Pune +368 other locations,None,Job Security
Fiserv,3.0,(2.4k),FinTech | Pune +32 other locations,None,Job Security
PhonePe,4.0,(2.4k),FinTech | Bangalore / Bengaluru +290 other locations,"Salary & Benefits, Company Culture, Work Life Balance",None
Apollo Tyres,4.0,(2.4k),Auto Components | Chennai +159 other locations,"Company Culture, Skill Development / Learning, Work Life Balance","Company Culture, Skill Development / Learning, Work Life Balance"
Nestle,3.9,(2.3k),FMCG | Gurgaon / Gurugram +261 other locations,"Skill Development / Learning, Salary & Benefits, Job Security","Skill Development / Learning, Salary & Benefits, Job Security"
IKS Health,3.6,(2.3k),BPO | Mumbai +24 other locations,None,"Skill Development / Learning, Salary & Benefits, Job Security"
Statestreet HCL Services,3.3,(2.3k),BPO | Chennai +16 other locations,None,"Skill Development / Learning, Salary & Benefits, Job Security"
GATI-KWE,3.9,(2.3k),Logistics | Hyderabad / Secunderabad +155 other locations,"Skill Development / Learning, Work Life Balance, Job Security","Skill Development / Learning, Work Life Balance, Job Security"
Suzlon Group,4.1,(2.3k),Power | Pune +117 other locations,"Skill Development / Learning, Job Security, Company Culture","Skill Development / Learning, Job Security, Company Culture"
Zomato,3.8,(2.3k),Internet | Gurgaon / Gurugram +199 other locations,Salary & Benefits,Salary & Benefits
Landmark Group,4.0,(2.3k),Retail | Bangalore / Bengaluru +154 other locations,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
AGS Health,4.0,(2.3k),Analytics & KPO | Chennai +49 other locations,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
IDFC FIRST Bharat,4.4,(2.3k),Financial Services | Chennai +337 other locations,"Salary & Benefits, Company Culture, Job Security",None
Sammaan Capital Limited,3.7,(2.3k),NBFC | New Delhi +195 other locations,None,"Salary & Benefits, Company Culture, Job Security"
Blue Dart Express,4.0,(2.3k),Logistics | Mumbai +252 other locations,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
BlackBuck,3.8,(2.3k),Internet | Bangalore / Bengaluru +338 other locations,None,"Job Security, Company Culture, Work Life Balance"
Fujitsu,3.8,(2.3k),IT Services & Consulting | Pune +36 other locations,"Work Life Balance, Company Culture","Work Life Balance, Company Culture"
DS Group,4.1,(2.3k),FMCG | Noida +245 other locations,"Work Life Balance, Job Security, Salary & Benefits","Work Life Balance, Job Security, Salary & Benefits"
Paras Hospital,4.4,(2.3k),Healthcare | Patna +53 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",None
